"drug","gene"
"DB02550","HSP90AA1"
"DB08443","HSP90AA1"
"DB08789","HSP90AA1"
"DB08436","HSP90AA1"
"DB00615","HSP90AA1"
"DB08786","HSP90AA1"
"DB08788","HSP90AA1"
"DB02359","HSP90AA1"
"DB03959","HGF"
"DB02264","HGF"
"DB00825","TRPA1"
"DB00822","TRPA1"
"DB00030","CPE"
"DB00071","CPE"
"DB06999","DDR1"
"DB08865","DDR1"
"DB04849","DDR1"
"DB01254","DDR1"
"DB02567","DDR1"
"DB07159","DDR1"
"DB06616","DDR1"
"DB04868","DDR1"
"DB00619","DDR1"
"DB08813","FOS"
"DB02282","MTAP"
"DB00173","MTAP"
"DB02281","MTAP"
"DB02933","MTAP"
"DB02158","MTAP"
"DB08606","MTAP"
"DB00055","PF4"
"DB00204","KCNJ12"
"DB03777","PRKCA"
"DB07995","PRKCA"
"DB04716","PRKCA"
"DB05013","PRKCA"
"DB00144","PRKCA"
"DB08036","PRKCA"
"DB00163","PRKCA"
"DB07235","PRKCA"
"DB03496","PRKCA"
"DB01268","PRKCA"
"DB01645","PRKCA"
"DB01303","PDE4A"
"DB00277","PDE4A"
"DB00806","PDE4A"
"DB00651","PDE4A"
"DB06751","PDE4A"
"DB00920","PDE4A"
"DB00824","PDE4A"
"DB08299","PDE4A"
"DB01656","PDE4A"
"DB01791","PDE4A"
"DB08811","PDE4A"
"DB04149","PDE4A"
"DB03606","PDE4A"
"DB05266","PDE4A"
"DB06842","PDE4A"
"DB00975","PDE4A"
"DB01088","PDE4A"
"DB00143","GPX4"
"DB00055","CP"
"DB07227","PGGT1B"
"DB07841","PGGT1B"
"DB08180","PGGT1B"
"DB00909","SCN9A"
"DB00321","SCN9A"
"DB00281","SCN9A"
"DB06218","SCN9A"
"DB01752","PCMT1"
"DB04531","MGMT"
"DB00151","MGMT"
"DB02216","MGMT"
"DB00030","CCN3"
"DB00071","CCN3"
"DB01907","DHPS"
"DB03639","DHPS"
"DB06822","CXCL12"
"DB00055","THBD"
"DB01356","IMPA1"
"DB03542","IMPA1"
"DB03747","HEXB"
"DB02813","HEXB"
"DB03861","HEXB"
"DB00795","IKBKB"
"DB01169","IKBKB"
"DB00244","IKBKB"
"DB04716","IKBKB"
"DB08877","IKBKB"
"DB07159","IKBKB"
"DB00995","IKBKB"
"DB08865","IKBKB"
"DB00063","ITGB3"
"DB00775","ITGB3"
"DB00054","ITGB3"
"DB00098","ITGB3"
"DB03721","SELP"
"DB06779","SELP"
"DB08813","SELP"
"DB01109","SELP"
"DB04327","PROCR"
"DB00055","PROCR"
"DB07696","CASP3"
"DB06862","CASP3"
"DB01017","CASP3"
"DB04875","CASP3"
"DB08499","CASP3"
"DB08213","CASP3"
"DB00773","CASP3"
"DB08229","CASP3"
"DB08498","CASP3"
"DB08251","CASP3"
"DB03124","CASP3"
"DB08497","CASP3"
"DB08231","TLR2"
"DB00045","TLR2"
"DB03963","TLR2"
"DB03796","TLR2"
"DB00615","HSP90B1"
"DB03758","HSP90B1"
"DB08465","HSP90B1"
"DB03719","HSP90B1"
"DB03431","HSP90B1"
"DB02935","HSP90B1"
"DB08464","HSP90B1"
"DB02103","HSP90B1"
"DB04077","HPGDS"
"DB07614","HPGDS"
"DB08790","HPGDS"
"DB07917","HPGDS"
"DB07613","HPGDS"
"DB08313","HPGDS"
"DB00917","HPGDS"
"DB07615","HPGDS"
"DB08695","HPGDS"
"DB01897","HPGDS"
"DB00143","HPGDS"
"DB00903","HPGDS"
"DB07616","HPGDS"
"DB00171","ABCG1"
"DB01196","MAP1A"
"DB00031","ANXA2"
"DB00608","TLR9"
"DB01611","TLR9"
"DB07812","AKT2"
"DB07859","AKT2"
"DB07947","AKT2"
"DB08568","AKT2"
"DB08070","AKT2"
"DB08073","AKT2"
"DB07858","AKT2"
"DB08148","AKT2"
"DB08149","AKT2"
"DB07995","AKT2"
"DB07235","AKT2"
"DB03014","CYB5A"
"DB04009","CYB5A"
"DB00747","SI"
"DB00491","SI"
"DB00284","SI"
"DB00419","SI"
"DB01373","S100B"
"DB00768","S100B"
"DB06941","S100B"
"DB07004","S100B"
"DB00738","S100B"
"DB04464","S100B"
"DB08232","F3"
"DB04297","F3"
"DB00036","F3"
"DB07247","F3"
"DB07207","F3"
"DB04272","ANG"
"DB03088","ANG"
"DB02212","ANG"
"DB07900","MMP8"
"DB02326","MMP8"
"DB02350","MMP8"
"DB08028","MMP8"
"DB03622","MMP8"
"DB07772","MMP8"
"DB08403","MMP8"
"DB07926","MMP8"
"DB06971","MMP8"
"DB06945","MMP8"
"DB08271","MMP8"
"DB07556","MMP8"
"DB08476","MMP8"
"DB07397","MMP8"
"DB07713","MMP8"
"DB03207","MMP8"
"DB03368","MMP8"
"DB04140","MMP8"
"DB00786","MMP8"
"DB03880","MMP8"
"DB02953","MMP8"
"DB08029","MMP8"
"DB08507","MMP8"
"DB02255","MMP8"
"DB06837","MMP8"
"DB08490","MMP8"
"DB03367","MMP8"
"DB03636","MMP8"
"DB00071","IDE"
"DB00626","IDE"
"DB00030","IDE"
"DB07385","NQO1"
"DB04392","NQO1"
"DB03147","NQO1"
"DB02395","NQO1"
"DB01927","NQO1"
"DB02633","NQO1"
"DB03626","NQO1"
"DB00170","NQO1"
"DB04090","NQO1"
"DB02400","NQO1"
"DB00266","NQO1"
"DB00266","CRYZ"
"DB03461","CRYZ"
"DB00825","TRPM8"
"DB04701","GSTM2"
"DB03310","GSTM2"
"DB00143","GSTM2"
"DB02458","GSTM2"
"DB04315","RHOA"
"DB01003","S100P"
"DB02999","GRM5"
"DB02517","GRM5"
"DB04228","GRM5"
"DB00659","GRM5"
"DB07300","PDPK1"
"DB07456","PDPK1"
"DB07336","PDPK1"
"DB01933","PDPK1"
"DB03777","PDPK1"
"DB07959","PDPK1"
"DB07457","PDPK1"
"DB01863","PDPK1"
"DB04522","PDPK1"
"DB07132","PDPK1"
"DB07033","PDPK1"
"DB07159","PDPK1"
"DB01946","PDPK1"
"DB06932","PDPK1"
"DB00482","PDPK1"
"DB02010","PDPK1"
"DB07364","CFTR"
"DB04522","CFTR"
"DB03431","CFTR"
"DB01023","CFTR"
"DB00887","CFTR"
"DB01016","CFTR"
"DB08820","CFTR"
"DB04395","CFTR"
"DB07921","MMP12"
"DB07446","MMP12"
"DB03367","MMP12"
"DB02118","MMP12"
"DB07922","MMP12"
"DB07556","MMP12"
"DB04405","MMP12"
"DB03880","MMP12"
"DB07026","MMP12"
"DB07920","MMP12"
"DB07683","MMP12"
"DB08029","MMP12"
"DB08599","MMP12"
"DB00551","MMP12"
"DB08271","MMP12"
"DB00786","MMP12"
"DB02255","MMP12"
"DB04493","GPI"
"DB02076","GPI"
"DB02007","GPI"
"DB02548","GPI"
"DB03042","GPI"
"DB03581","GPI"
"DB02093","GPI"
"DB03937","GPI"
"DB03381","RHO"
"DB03152","RHO"
"DB04079","RHO"
"DB01728","RHO"
"DB03796","RHO"
"DB01646","RHO"
"DB02687","RHO"
"DB04233","RHO"
"DB02482","RHO"
"DB01159","RHO"
"DB04522","RHO"
"DB04450","RHO"
"DB02944","RHO"
"DB04147","RHO"
"DB07159","FGFR4"
"DB01268","FGFR4"
"DB04849","FGFR4"
"DB00039","FGFR4"
"DB02567","FGFR4"
"DB05294","FGFR4"
"DB03044","FGFR4"
"DB04685","DUT"
"DB00768","S100A12"
"DB01025","S100A12"
"DB03790","CAT"
"DB01213","CAT"
"DB02235","CAT"
"DB01942","CAT"
"DB03014","CAT"
"DB01411","IL5"
"DB07715","CSNK2A1"
"DB02709","CSNK2A1"
"DB03693","CSNK2A1"
"DB03127","CSNK2A1"
"DB04216","CSNK2A1"
"DB08468","CSNK2A1"
"DB08362","CSNK2A1"
"DB07802","CSNK2A1"
"DB08345","CSNK2A1"
"DB08568","CSNK2A1"
"DB04462","CSNK2A1"
"DB08340","CSNK2A1"
"DB04720","CSNK2A1"
"DB08338","CSNK2A1"
"DB07159","CSNK2A1"
"DB02170","CSNK2A1"
"DB07995","CSNK2A1"
"DB07352","CSNK2A1"
"DB04395","CSNK2A1"
"DB08846","CSNK2A1"
"DB08353","CSNK2A1"
"DB03035","CSNK2A1"
"DB08473","CSNK2A1"
"DB08660","CSNK2A1"
"DB08354","CSNK2A1"
"DB08360","CSNK2A1"
"DB01765","CSNK2A1"
"DB01268","CSNK2A1"
"DB04721","CSNK2A1"
"DB04719","CSNK2A1"
"DB08877","CSNK2A1"
"DB03924","CSNK2A1"
"DB02733","CDK2"
"DB02647","CDK2"
"DB03307","CDK2"
"DB08126","CDK2"
"DB03428","CDK2"
"DB08125","CDK2"
"DB07538","CDK2"
"DB07533","CDK2"
"DB02052","CDK2"
"DB07539","CDK2"
"DB07562","CDK2"
"DB08527","CDK2"
"DB07534","CDK2"
"DB08124","CDK2"
"DB08142","CDK2"
"DB07595","CDK2"
"DB02010","CDK2"
"DB02833","CDK2"
"DB02197","CDK2"
"DB08066","CDK2"
"DB08133","CDK2"
"DB04716","CDK2"
"DB03365","CDK2"
"DB07612","CDK2"
"DB07540","CDK2"
"DB07664","CDK2"
"DB07065","CDK2"
"DB08568","CDK2"
"DB08094","CDK2"
"DB06983","CDK2"
"DB02538","CDK2"
"DB04751","CDK2"
"DB07606","CDK2"
"DB02973","CDK2"
"DB07982","CDK2"
"DB08141","CDK2"
"DB07755","CDK2"
"DB08138","CDK2"
"DB07054","CDK2"
"DB07790","CDK2"
"DB07493","CDK2"
"DB07750","CDK2"
"DB02297","CDK2"
"DB08136","CDK2"
"DB08067","CDK2"
"DB03490","CDK2"
"DB08122","CDK2"
"DB08572","CDK2"
"DB07622","CDK2"
"DB07531","CDK2"
"DB06888","CDK2"
"DB07731","CDK2"
"DB07024","CDK2"
"DB08123","CDK2"
"DB03019","CDK2"
"DB02950","CDK2"
"DB02407","CDK2"
"DB07336","CDK2"
"DB08285","CDK2"
"DB07471","CDK2"
"DB07149","CDK2"
"DB01782","CDK2"
"DB07936","CDK2"
"DB08355","CDK2"
"DB07210","CDK2"
"DB07751","CDK2"
"DB07761","CDK2"
"DB06976","CDK2"
"DB08139","CDK2"
"DB02963","CDK2"
"DB02091","CDK2"
"DB02915","CDK2"
"DB07889","CDK2"
"DB08441","CDK2"
"DB02603","CDK2"
"DB07852","CDK2"
"DB03496","CDK2"
"DB06948","CDK2"
"DB07529","CDK2"
"DB07268","CDK2"
"DB04669","CDK2"
"DB08134","CDK2"
"DB07126","CDK2"
"DB08683","CDK2"
"DB06944","CDK2"
"DB08132","CDK2"
"DB07688","CDK2"
"DB04407","CDK2"
"DB08005","CDK2"
"DB07137","CDK2"
"DB07501","CDK2"
"DB07179","CDK2"
"DB07220","CDK2"
"DB08135","CDK2"
"DB07791","CDK2"
"DB07618","CDK2"
"DB02116","CDK2"
"DB07685","CDK2"
"DB07795","CDK2"
"DB07431","CDK2"
"DB01769","CDK2"
"DB07504","CDK2"
"DB02898","CDK2"
"DB07203","CDK2"
"DB08140","CDK2"
"DB08182","CDK2"
"DB04518","CDK2"
"DB07163","CDK2"
"DB07164","CDK2"
"DB08233","CDK2"
"DB08137","CDK2"
"DB08247","CDK2"
"DB03583","CDK2"
"DB08178","CDK2"
"DB01268","CDK2"
"DB00398","CDK2"
"DB04006","CDK2"
"DB03737","CDK2"
"DB07687","CDK2"
"DB03801","CDK2"
"DB08248","CDK2"
"DB04607","CDK2"
"DB06844","CDK2"
"DB08241","CDK2"
"DB04014","CDK2"
"DB04186","CDK2"
"DB03663","CDK2"
"DB07686","CDK2"
"DB01888","CDK2"
"DB04288","CDK2"
"DB04101","CDK2"
"DB08218","CDK2"
"DB04662","CDK2"
"DB08219","CDK2"
"DB07643","DCPS"
"DB07642","DCPS"
"DB03958","DCPS"
"DB01649","DCPS"
"DB03593","DCPS"
"DB07644","DCPS"
"DB01960","DCPS"
"DB01113","PDE3B"
"DB01166","PDE3B"
"DB01640","PDE3B"
"DB00235","PDE3B"
"DB01970","PDE3B"
"DB07954","PDE3B"
"DB01764","ATP6V1D"
"DB01992","ATP6V1D"
"DB01669","ATP6V1D"
"DB01907","GNPTAB"
"DB04272","GNPTAB"
"DB01848","GNPTAB"
"DB04279","GNPTAB"
"DB04530","GNPTAB"
"DB02190","GNPTAB"
"DB02159","GNPTAB"
"DB03461","GNPTAB"
"DB01727","GNPTAB"
"DB04349","GNPTAB"
"DB01972","ATIC"
"DB04057","ATIC"
"DB01700","ATIC"
"DB00642","ATIC"
"DB03442","ATIC"
"DB02309","ATIC"
"DB00116","ATIC"
"DB01660","BST1"
"DB03227","BST1"
"DB02701","BST1"
"DB02483","BST1"
"DB03732","BST1"
"DB03435","B3GAT1"
"DB01694","B3GAT1"
"DB01673","CAVIN4"
"DB03909","CAVIN4"
"DB04395","CAVIN4"
"DB03461","IDH1"
"DB01727","IDH1"
"DB03132","TPI1"
"DB04326","TPI1"
"DB02951","TPI1"
"DB03314","TPI1"
"DB04447","TPI1"
"DB02726","TPI1"
"DB01709","TPI1"
"DB03900","TPI1"
"DB01779","TPI1"
"DB03135","TPI1"
"DB07387","TPI1"
"DB04510","TPI1"
"DB03379","TPI1"
"DB02515","TPI1"
"DB01695","TPI1"
"DB03026","TPI1"
"DB00249","TK1"
"DB02495","TK1"
"DB02452","TK1"
"DB00495","TK1"
"DB01692","TK1"
"DB01717","AK1"
"DB01708","SULT2B1"
"DB01812","SULT2B1"
"DB03309","SULT2B1"
"DB02789","SULT2B1"
"DB01972","TGM3"
"DB04315","TGM3"
"DB03152","TGM3"
"DB01864","TGM3"
"DB07574","TUBA1B"
"DB03010","TUBA1B"
"DB01873","TUBA1B"
"DB02375","PIM1"
"DB02010","PIM1"
"DB07795","PIM1"
"DB01946","PIM1"
"DB04522","PIM1"
"DB03777","PIM1"
"DB08709","PIM1"
"DB07242","PIM1"
"DB02656","PIM1"
"DB08166","PIM1"
"DB04530","PIM1"
"DB08707","PIM1"
"DB00131","PIM1"
"DB04216","PIM1"
"DB08705","PIM1"
"DB08230","PIM1"
"DB07524","PIM1"
"DB08708","PIM1"
"DB02152","PIM1"
"DB01852","PIM1"
"DB08022","PIM1"
"DB07151","PIM1"
"DB04395","PIM1"
"DB03496","PIM1"
"DB08568","PIM1"
"DB01204","PIM1"
"DB01754","PIM1"
"DB07352","PIM1"
"DB03650","PIM1"
"DB04715","PIM1"
"DB01863","PLEKHA4"
"DB00513","LPA"
"DB01204","BTK"
"DB08865","BTK"
"DB01863","BTK"
"DB04849","BTK"
"DB05294","BTK"
"DB02567","BTK"
"DB07662","BTK"
"DB01268","BTK"
"DB05424","BTK"
"DB06616","BTK"
"DB07159","BTK"
"DB01254","BTK"
"DB02918","PDE4D"
"DB07954","PDE4D"
"DB04149","PDE4D"
"DB00131","PDE4D"
"DB08299","PDE4D"
"DB01088","PDE4D"
"DB00651","PDE4D"
"DB03183","PDE4D"
"DB01791","PDE4D"
"DB01656","PDE4D"
"DB06842","PDE4D"
"DB07051","PDE4D"
"DB00920","PDE4D"
"DB03849","PDE4D"
"DB03606","PDE4D"
"DB04469","PDE4D"
"DB01959","PDE4D"
"DB04271","PDE4D"
"DB02676","PDE4D"
"DB01954","PDE4D"
"DB05266","PDE4D"
"DB01694","TREM1"
"DB03431","RBM14"
"DB01992","RBM14"
"DB04395","RBM14"
"DB01783","RBM14"
"DB01863","DAPP1"
"DB02098","RNASE2"
"DB03431","RNASE2"
"DB01812","RNASE2"
"DB07159","ZAP70"
"DB06616","ZAP70"
"DB02010","ZAP70"
"DB08865","ZAP70"
"DB07194","ZAP70"
"DB02475","ITPRID2"
"DB01839","ITPRID2"
"DB01985","ITPRID2"
"DB06836","PIK3CG"
"DB08300","PIK3CG"
"DB04769","PIK3CG"
"DB07503","PIK3CG"
"DB02375","PIK3CG"
"DB08053","PIK3CG"
"DB07073","PIK3CG"
"DB08054","PIK3CG"
"DB02010","PIK3CG"
"DB04216","PIK3CG"
"DB06831","PIK3CG"
"DB07335","PIK3CG"
"DB02656","PIK3CG"
"DB08059","PIK3CG"
"DB08052","PIK3CG"
"DB06834","SYK"
"DB00619","SYK"
"DB08361","SYK"
"DB02567","SYK"
"DB02010","SYK"
"DB06616","SYK"
"DB07194","SYK"
"DB07159","SYK"
"DB08865","SYK"
"DB06589","SYK"
"DB07545","SYK"
"DB01915","ACAT2"
"DB01992","ACAT2"
"DB08667","SGSM3"
"DB03799","SGSM3"
"DB08671","SGSM3"
"DB08670","SGSM3"
"DB07759","SGSM3"
"DB01882","SGSM3"
"DB08451","SGSM3"
"DB08669","SGSM3"
"DB07758","SGSM3"
"DB08757","SGSM3"
"DB07304","SGSM3"
"DB08668","SGSM3"
"DB07305","SGSM3"
"DB08160","SGSM3"
"DB02909","SGSM3"
"DB04015","SGSM3"
"DB08666","SGSM3"
"DB07407","SGSM3"
"DB07591","SGSM3"
"DB07408","SGSM3"
"DB08718","SGSM3"
"DB08758","SGSM3"
"DB07308","SGSM3"
"DB02088","SGSM3"
"DB02151","SGSM3"
"DB02408","SGSM3"
"DB03138","STS"
"DB02292","STS"
"DB04601","STS"
"DB02763","STS"
"DB04600","STS"
"DB01808","STS"
"DB03289","STS"
"DB04456","STS"
"DB07596","STS"
"DB03352","STS"
"DB02212","BEX3"
"DB04099","BEX3"
"DB01907","BEX3"
"DB02937","BEX3"
"DB02596","BEX3"
"DB04160","BEX3"
"DB03492","AZU1"
"DB03840","AZU1"
"DB04231","AZU1"
"DB06968","AZU1"
"DB03871","AZU1"
"DB02003","AZU1"
"DB04550","AZU1"
"DB04100","AZU1"
"DB03570","AZU1"
"DB01915","AZU1"
"DB02586","AZU1"
"DB04085","AZU1"
"DB01873","TUBB7P"
"DB03010","TUBB7P"
"DB00518","TUBA1A"
"DB07574","TUBA1A"
"DB00570","TUBA1A"
"DB00643","TUBA1A"
"DB01873","TUBA1A"
"DB03010","TUBA1A"
"DB08865","ITK"
"DB06616","ITK"
"DB07159","ITK"
"DB02010","ITK"
"DB05424","ITK"
"DB06616","CSK"
"DB00398","CSK"
"DB06999","CSK"
"DB07159","CSK"
"DB05294","CSK"
"DB05424","CSK"
"DB01809","CSK"
"DB02010","CSK"
"DB00530","CSK"
"DB02567","CSK"
"DB04716","CSK"
"DB04868","CSK"
"DB07249","CSK"
"DB01873","TUBA8"
"DB03010","TUBA8"
"DB03010","TUBB4B"
"DB00643","TUBB4B"
"DB00518","TUBB4B"
"DB01873","TUBB4B"
"DB07430","MAPKAPK2"
"DB08568","MAPKAPK2"
"DB00171","MAPKAPK2"
"DB07406","MAPKAPK2"
"DB08358","MAPKAPK2"
"DB07149","MAPKAPK2"
"DB03431","MAPKAPK2"
"DB07431","MAPKAPK2"
"DB07234","MAPKAPK2"
"DB02010","MAPKAPK2"
"DB07728","MAPKAPK2"
"DB01972","GMPR"
"DB06886","PMAIP1"
"DB03290","PMAIP1"
"DB04491","PMAIP1"
"DB01805","PMAIP1"
"DB02677","PMAIP1"
"DB03316","PMAIP1"
"DB03297","PMAIP1"
"DB01942","PMAIP1"
"DB02560","PMAIP1"
"DB02442","PMAIP1"
"DB01915","PMAIP1"
"DB03607","PMAIP1"
"DB08568","PRKCQ"
"DB02482","PRKCQ"
"DB04522","PRKCQ"
"DB06616","PRKCQ"
"DB02010","PRKCQ"
"DB03777","PRKCQ"
"DB07574","TUBA1C"
"DB01873","TUBA1C"
"DB03010","TUBA1C"
"DB01179","TUBA4A"
"DB06772","TUBA4A"
"DB03010","TUBA4A"
"DB00541","TUBA4A"
"DB01873","TUBA4A"
"DB02078","PPIF"
"DB08168","PPIF"
"DB00172","PPIF"
"DB04272","ERVW-4"
"DB04623","ERVW-4"
"DB03435","ERVW-4"
"DB04191","ERVW-4"
"DB02333","ERVW-4"
"DB08253","ERVW-4"
"DB07722","ERVW-4"
"DB02413","ERVW-4"
"DB07499","ERVW-4"
"DB08331","ERVW-4"
"DB07935","ERVW-4"
"DB01891","ERVW-4"
"DB07365","ERVW-4"
"DB03010","TUBB4A"
"DB01873","TUBB4A"
"DB02422","MAN1B1"
"DB01955","MAN1B1"
"DB03206","MAN1B1"
"DB02742","MAN1B1"
"DB02944","MAN1B1"
"DB03010","TUBB3"
"DB04845","TUBB3"
"DB01873","TUBB3"
"DB01861","GALT"
"DB03435","GALT"
"DB03685","GALT"
"DB04716","HCK"
"DB01962","HCK"
"DB01254","HCK"
"DB08053","HCK"
"DB06589","HCK"
"DB08916","HCK"
"DB06616","HCK"
"DB00317","HCK"
"DB05424","HCK"
"DB03044","HCK"
"DB05294","HCK"
"DB07138","HCK"
"DB01809","HCK"
"DB08054","HCK"
"DB00398","HCK"
"DB06999","HCK"
"DB02567","HCK"
"DB04849","HCK"
"DB04868","HCK"
"DB07159","HCK"
"DB08052","HCK"
"DB01268","HCK"
"DB07335","HCK"
"DB04216","HCK"
"DB08300","HCK"
"DB03010","TUBA3C"
"DB01873","TUBA3C"
"DB02863","BLM"
"DB02153","BLM"
"DB04272","BLM"
"DB03397","UAP1"
"DB02196","UAP1"
"DB02261","GM2A"
"DB04660","GM2A"
"DB08231","GM2A"
"DB03633","GM2A"
"DB03510","ADSS2"
"DB02836","ADSS2"
"DB02109","ADSS2"
"DB04160","ADSS2"
"DB04315","ADSS2"
"DB02493","ADSS2"
"DB02666","ADSS2"
"DB02580","ADSS2"
"DB04566","ADSS2"
"DB00128","ADSS2"
"DB04460","ADSS2"
"DB02954","ADSS2"
"DB03146","ADSS2"
"DB02682","ADSS2"
"DB04137","RPLP2"
"DB02212","RPLP2"
"DB04422","XS"
"DB04182","XS"
"DB03661","XS"
"DB02321","XS"
"DB02153","XS"
"DB03349","HINT1"
"DB02162","HINT1"
"DB00131","HINT1"
"DB01972","HINT1"
"DB02183","HINT1"
"DB04654","TPSB2"
"DB04764","TPSB2"
"DB02018","TPSB2"
"DB06962","TPSB2"
"DB02153","UTP25"
"DB08310","UTP25"
"DB08523","UTP25"
"DB02810","UTP25"
"DB03661","UTP25"
"DB02036","UTP25"
"DB01942","UTP25"
"DB01769","UTP25"
"DB08754","UTP25"
"DB04310","UTP25"
"DB08525","UTP25"
"DB08753","UTP25"
"DB02276","UTP25"
"DB08524","UTP25"
"DB04368","UTP25"
"DB02431","UCK2"
"DB02097","UCK2"
"DB03431","UCK2"
"DB04272","UCK2"
"DB04005","UCK2"
"DB03403","UCK2"
"DB02333","DCD"
"DB03258","DCD"
"DB03062","NMT1"
"DB02477","NMT1"
"DB02180","NMT1"
"DB02175","PAND1"
"DB03382","PAND1"
"DB01861","GALE"
"DB03095","GALE"
"DB03397","GALE"
"DB03501","GALE"
"DB03435","GALE"
"DB02421","GALE"
"DB02790","GALE"
"DB02196","GALE"
"DB04097","GALE"
"DB01907","GALE"
"DB00793","GALE"
"DB04355","GALE"
"DB02772","MAF"
"DB02333","MAF"
"DB00075","C1S"
"DB00078","C1S"
"DB02371","C1S"
"DB00072","C1S"
"DB00054","C1S"
"DB00074","C1S"
"DB00005","C1S"
"DB00002","C1S"
"DB00073","C1S"
"DB00051","C1S"
"DB00056","C1S"
"DB02310","METAP2"
"DB03396","METAP2"
"DB08633","METAP2"
"DB07313","METAP2"
"DB04324","METAP2"
"DB04108","METAP2"
"DB07309","METAP2"
"DB03900","METAP2"
"DB02640","METAP2"
"DB00134","METAP2"
"DB07322","METAP2"
"DB07377","METAP2"
"DB02893","METAP2"
"DB07323","METAP2"
"DB03086","METAP2"
"DB07746","METAP2"
"DB04272","HS3ST3A1"
"DB03959","HS3ST3A1"
"DB01812","HS3ST3A1"
"DB02264","HS3ST3A1"
"DB03981","HS3ST3A1"
"DB04299","TPR"
"DB02240","TPR"
"DB03147","TPR"
"DB03470","TPR"
"DB04233","SHC1"
"DB03748","SHC1"
"DB03874","SHC1"
"DB03234","SHC1"
"DB03771","SHC1"
"DB02139","SHC1"
"DB02339","SHC1"
"DB03888","SHC1"
"DB02544","SHC1"
"DB04147","SHC1"
"DB08458","SHC1"
"DB03745","RPIA"
"DB04272","RPIA"
"DB02053","RPIA"
"DB04127","RPIA"
"DB03951","GNPDA1"
"DB02379","GNPDA1"
"DB02445","GNPDA1"
"DB02596","RFXANK"
"DB04189","RFXANK"
"DB02475","RFXANK"
"DB02212","RFXANK"
"DB03129","PRSS3"
"DB04369","PRSS3"
"DB02308","PRSS3"
"DB03127","PRSS3"
"DB03637","PRSS3"
"DB02541","PRSS3"
"DB04109","PRSS3"
"DB02585","PRSS3"
"DB03963","XRCC4"
"DB03127","KLK6"
"DB03147","ACAA1"
"DB02713","ACAA1"
"DB03085","ACAA1"
"DB03963","COPG1"
"DB07082","NR1H2"
"DB03791","NR1H2"
"DB03848","NR1H2"
"DB08063","NR1H2"
"DB07080","NR1H2"
"DB04555","CXCL9"
"DB02456","CXCL9"
"DB02883","CXCL9"
"DB03403","CXCL9"
"DB02546","HDAC8"
"DB02917","HDAC8"
"DB07350","HDAC8"
"DB08168","HDAC8"
"DB04297","HDAC8"
"DB07586","HDAC8"
"DB02565","HDAC8"
"DB01924","HDAC8"
"DB07553","HDAC8"
"DB04555","CMAS"
"DB03431","ITPKA"
"DB01863","ITPKA"
"DB04395","ITPKA"
"DB03401","ITPKA"
"DB03880","MMP16"
"DB00786","MMP16"
"DB07556","MMP16"
"DB02504","PLA2G2A"
"DB02448","PLA2G2A"
"DB02936","PLA2G2A"
"DB02080","PLA2G2A"
"DB01381","PLA2G2A"
"DB03471","PLA2G2A"
"DB03784","PLA2G2A"
"DB01955","PLA2G2A"
"DB03121","PLA2G2A"
"DB04287","PLA2G2A"
"DB00328","PLA2G2A"
"DB00586","PLA2G2A"
"DB04786","PLA2G2A"
"DB04112","PLA2G2A"
"DB02687","SIGLEC7"
"DB03740","SIGLEC7"
"DB02944","SIGLEC7"
"DB04628","CHIA"
"DB02639","CA12"
"DB00311","CA12"
"DB02731","CA12"
"DB00316","CA12"
"DB08329","CA12"
"DB01398","CA12"
"DB00524","CA12"
"DB02292","CA12"
"DB07632","CA12"
"DB00887","CA12"
"DB04745","CA12"
"DB07050","CA12"
"DB01397","CA12"
"DB07118","CA12"
"DB01880","CA12"
"DB00273","CA12"
"DB07776","CA12"
"DB04066","CA12"
"DB00819","CA12"
"DB02459","CA12"
"DB07767","CA12"
"DB01021","CA12"
"DB02839","CA12"
"DB00619","CA12"
"DB00999","CA12"
"DB08168","CA12"
"DB00562","CA12"
"DB00808","CA12"
"DB08846","CA12"
"DB03946","CA12"
"DB06891","CA12"
"DB03260","CA12"
"DB06218","CA12"
"DB07476","CA12"
"DB08083","CA12"
"DB02709","CA12"
"DB03854","CA12"
"DB01144","CA12"
"DB01194","CA12"
"DB04216","CA12"
"DB04242","CA12"
"DB04868","CA12"
"DB08165","CA12"
"DB04665","CA12"
"DB00909","CA12"
"DB00841","CA12"
"DB00774","CA12"
"DB06954","CA12"
"DB00738","ST14"
"DB00013","ST14"
"DB03808","ST14"
"DB03127","ST14"
"DB03793","RIDA"
"DB03687","CRPPA"
"DB03854","CRPPA"
"DB02431","CRPPA"
"DB03439","AMY1A"
"DB03088","AMY1A"
"DB03092","AMY1A"
"DB02379","AMY1A"
"DB04237","AMY1A"
"DB02798","PRS"
"DB06917","LTA4H"
"DB07260","LTA4H"
"DB07259","LTA4H"
"DB00744","LTA4H"
"DB06851","LTA4H"
"DB04905","LTA4H"
"DB07196","LTA4H"
"DB07292","LTA4H"
"DB07237","LTA4H"
"DB08466","LTA4H"
"DB07102","LTA4H"
"DB07258","LTA4H"
"DB07104","LTA4H"
"DB06828","LTA4H"
"DB02352","LTA4H"
"DB08040","LTA4H"
"DB02062","LTA4H"
"DB07094","LTA4H"
"DB03424","LTA4H"
"DB07099","LTA4H"
"DB04498","ARSD"
"DB03502","ARSD"
"DB03461","ARSD"
"DB08240","ALDOA"
"DB04326","ALDOA"
